Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1960,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2150,2150,2150,23 Oct 2024
1961,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2200,2200,22 May 2024
1962,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2200,2200,24 Sep 2024
1963,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2200,2220,2210,07 Oct 2024
1964,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2250,2300,2300,12 Sep 2024
1965,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2280,2300,2300,21 Oct 2024
1966,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2290,2400,2290,27 Sep 2024
1967,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2300,2300,03 Jun 2024
1968,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2300,2300,04 May 2024
1969,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2300,2300,09 Jan 2025
1970,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2300,2300,20 Feb 2025
1971,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2300,2300,23 Apr 2024
1972,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2300,2300,28 Sep 2024
1973,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2700,2700,22 Dec 2024
1974,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2300,2700,2700,27 Nov 2024
1975,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2345,2345,2345,03 Oct 2024
1976,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2350,2365,2360,25 Jun 2024
1977,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2350,2400,2400,28 Jun 2024
1978,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2400,2400,01 Jul 2024
1979,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2400,2400,02 Oct 2024
1980,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2400,2650,2650,22 Jan 2025
1981,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2470,2470,2470,12 Nov 2024
1982,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2500,2500,04 Dec 2024
1983,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2500,2500,06 Jun 2024
1984,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2500,2700,2700,04 Jan 2025
1985,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2600,2600,2600,13 Nov 2024
1986,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2650,2650,2650,15 Nov 2024
1987,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2660,2700,2680,04 Nov 2024
1988,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2700,2700,2700,01 Jan 2025
1989,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2700,2700,2700,06 Dec 2024
1990,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,FAQ,2700,2700,2700,19 Jan 2025
1991,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,2210,2250,2250,05 Feb 2025
1992,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,Ref grade-1,2250,2260,2250,30 Jan 2025
1993,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,Ref grade-2,2500,2500,2500,03 Mar 2025
1994,Belgaum,Soundati,Bajra(Pearl Millet/Cumbu),Local,FAQ,2100,2100,2100,24 Oct 2024
1995,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000,2000,2000,09 Jul 2024
1996,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000,2000,2000,12 Aug 2024
1997,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,2005,2005,2005,28 Jun 2024
1998,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2100,2051,30 Sep 2024
1999,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2100,2080,27 Sep 2024
2000,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2226,24 Sep 2024
2001,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2050,2100,2080,05 Oct 2024
2002,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2050,2200,2106,25 Sep 2024
2003,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2060,2200,2171,04 Oct 2024
2004,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2090,2090,2090,08 Oct 2024
2005,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2100,2100,06 Mar 2024
2006,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2100,2100,07 Oct 2024
2007,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2100,2100,19 Oct 2024
2008,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2100,2100,28 Feb 2025
2009,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2250,2160,04 Nov 2024
2010,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2320,2280,24 Dec 2024
2011,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2110,2110,2110,14 Oct 2024
2012,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2110,2110,2110,28 Nov 2024
2013,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2134,2134,2134,15 Oct 2024
2014,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2150,2150,20 Dec 2024
2015,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2150,2150,29 Nov 2024
2016,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2200,2200,02 Apr 2024
2017,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2200,2200,10 Dec 2024
2018,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2200,2200,22 Oct 2024
2019,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2230,2230,2230,13 Dec 2024
2020,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2265,2265,2265,19 Dec 2024
2021,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2300,2350,2325,01 Aug 2024
2022,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2306,2306,2306,18 Sep 2024
2023,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2307,2307,2307,23 Sep 2024
2024,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2310,2310,2310,21 Dec 2024
2025,Koppal,Yalburga,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2350,2350,2350,01 Jan 2025
