Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
446,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2123,2585,2370,15 Mar 2024
447,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2125,2464,2279,18 Sep 2024
448,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2133,2519,2277,04 Oct 2024
449,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2139,2690,2557,13 Feb 2024
450,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2146,3134,2494,05 Dec 2024
451,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2715,2248,16 Jan 2024
452,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2151,2506,2388,28 Mar 2024
453,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2151,2676,2314,20 Nov 2024
454,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2155,2489,2257,05 Oct 2024
455,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2156,2709,2310,15 Nov 2024
456,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2158,2519,2377,29 Feb 2024
457,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2163,2433,2357,18 Apr 2024
458,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2165,2549,2365,13 Mar 2024
459,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2169,2509,2363,30 Mar 2024
460,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2173,2526,2322,06 Jun 2025
461,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2175,2886,2678,28 Jan 2025
462,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2183,5066,2413,04 Apr 2024
463,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2184,2436,2383,16 Mar 2024
464,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2187,2559,2341,28 Feb 2024
465,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2188,3033,2685,04 Jan 2025
466,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2559,2274,06 Apr 2024
467,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2685,2346,26 Jun 2024
468,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2203,2441,2324,02 Mar 2024
469,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2205,2886,2460,02 Dec 2024
470,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2207,2641,2615,03 Feb 2024
471,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2207,2676,2514,12 Aug 2024
472,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2209,2411,2346,15 Apr 2024
473,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2219,2706,2536,23 Jan 2025
474,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2221,3229,2590,20 Dec 2024
475,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2222,2516,2387,19 Dec 2024
476,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2222,2789,2546,24 Jan 2025
477,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2222,2920,2632,12 Jan 2024
478,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2232,2709,2573,27 Aug 2024
479,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2238,2766,2473,30 Aug 2024
480,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2238,2916,2499,05 Sep 2024
481,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2239,2443,2377,19 Apr 2024
482,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2250,2812,2529,04 Sep 2024
483,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2255,2586,2447,20 May 2024
484,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2260,2572,2415,14 Mar 2024
485,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2266,2469,2338,16 Apr 2024
486,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2268,2731,2556,20 Aug 2024
487,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2272,2585,2495,25 Jun 2024
488,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2278,2320,2306,16 Nov 2024
489,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2281,2830,2597,31 Aug 2024
490,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2282,2411,2361,17 Apr 2024
491,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2282,2699,2547,23 Jan 2024
492,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2286,2739,2451,30 Jan 2024
493,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2288,2828,2487,28 Nov 2024
494,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2300,2636,2471,17 Feb 2024
495,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2300,2900,2331,13 May 2024
496,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2307,2446,2380,24 Apr 2024
497,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2309,2439,2386,04 Dec 2024
498,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2309,2519,2412,14 May 2024
499,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2312,2779,2562,31 Jul 2024
500,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2319,2500,2359,30 Apr 2024
501,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2319,2715,2641,13 Aug 2024
502,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2320,2520,2381,04 May 2024
503,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2321,2754,2586,18 Jan 2025
504,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2322,2456,2393,25 Apr 2024
505,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2322,2729,2582,29 Jul 2024
506,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2326,2809,2568,09 Jan 2024
507,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2328,2428,2398,02 May 2024
508,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2328,2439,2390,10 May 2024
509,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2330,2491,2390,23 Apr 2024
510,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2335,2478,2419,27 Apr 2024
511,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2339,2469,2401,29 Apr 2024
512,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2339,2674,2566,12 Feb 2024
513,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2342,2991,2432,16 May 2024
514,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2345,2909,2580,21 Jan 2025
515,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2348,2505,2419,09 May 2024
516,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2350,2700,2508,31 Jan 2024
517,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2359,2609,2471,16 Jan 2025
518,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2361,2730,2554,02 Aug 2024
519,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2362,3030,2758,21 Feb 2025
520,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2365,2422,2396,20 Apr 2024
521,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2365,2770,2562,27 Jan 2024
522,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2366,2506,2430,21 May 2024
523,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2366,2596,2507,19 Feb 2024
524,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2366,3189,2672,21 Dec 2024
525,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2369,2585,2526,10 Feb 2024
526,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2376,2620,2420,17 May 2024
527,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2378,2441,2419,15 May 2024
528,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2382,2428,2403,27 Jun 2024
529,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2382,2635,2449,17 Jan 2025
530,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2385,2729,2571,16 Feb 2024
531,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2388,2710,2440,07 Jun 2024
532,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2392,2629,2463,22 May 2024
533,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2400,2409,2402,03 Dec 2024
534,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2400,2556,2409,01 Jul 2024
535,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2400,2760,2488,04 Jan 2024
536,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2403,2645,2489,07 Aug 2024
537,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2405,2481,2428,18 May 2024
538,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2405,2621,2420,17 Aug 2024
539,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2409,2459,2449,24 Aug 2024
540,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2409,2580,2442,03 Jun 2024
541,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2409,2856,2422,22 Jan 2025
542,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2411,2670,2499,27 May 2024
543,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2411,2709,2562,22 Jan 2024
544,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2411,2771,2520,10 Jan 2024
545,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2413,2565,2475,01 Jun 2024
546,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2416,2811,2520,05 Jan 2024
547,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2418,2647,2527,05 Jun 2024
548,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2419,2811,2660,24 Feb 2025
549,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2421,2680,2584,03 Jan 2024
550,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2421,2766,2536,02 Sep 2024
551,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2427,2769,2653,18 Jan 2024
552,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2428,2836,2617,16 Aug 2024
553,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2429,2609,2505,24 May 2024
554,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2430,2690,2621,02 Feb 2024
555,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2430,2702,2585,09 Aug 2024
556,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2431,2622,2551,26 Jan 2024
557,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2431,2707,2592,26 Jul 2024
558,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2439,2606,2516,23 May 2024
559,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2446,2571,2553,08 Aug 2024
560,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2447,2658,2545,10 Jun 2024
561,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2449,2469,2457,28 Jun 2024
562,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2455,2666,2492,14 Jun 2024
563,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2456,2766,2570,29 Aug 2024
564,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2468,2830,2683,25 Jul 2024
565,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2471,2569,2526,02 Jul 2024
566,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2478,2733,2623,19 Aug 2024
567,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2481,2570,2508,04 Jun 2024
568,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2481,2640,2562,25 Jan 2024
569,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2482,2616,2505,31 May 2024
570,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2486,2748,2625,26 Aug 2024
571,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2489,2778,2605,28 Aug 2024
572,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2496,2615,2593,30 May 2024
573,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2500,2510,2500,01 Feb 2024
574,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2502,2600,2589,08 Jul 2024
575,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2506,2622,2587,14 Aug 2024
576,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2509,2555,2527,18 Jul 2024
577,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2510,2510,2510,06 Jul 2024
578,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2512,2789,2652,07 Feb 2025
579,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2525,2628,2556,22 Aug 2024
580,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2527,2667,2628,07 Feb 2024
581,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2535,2635,2585,11 Jun 2024
582,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2545,2651,2592,12 Jun 2024
583,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2549,2727,2611,23 Aug 2024
584,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2579,3026,2781,06 Feb 2025
585,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2609,2722,2671,15 Jul 2024
586,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2625,2750,2737,11 Jul 2024
587,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2630,2640,2635,23 Jul 2024
588,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2660,2730,2706,09 Jul 2024
589,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2678,2678,2678,19 Jul 2024
590,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2700,2816,2721,24 Jul 2024
591,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2856,2856,2856,10 Jul 2024
592,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Ref grade-1,1709,3039,2498,04 Feb 2025
593,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Ref grade-1,1819,2659,2401,03 Feb 2025
594,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Ref grade-1,1851,2150,2137,31 Jan 2025
595,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Ref grade-1,2111,2761,2479,30 Jan 2025
596,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Ref grade-1,2426,3009,2640,05 Feb 2025
597,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,Ref grade-1,2506,3086,2875,01 Feb 2025
598,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1850,2200,2025,10 Sep 2024
599,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2250,2125,30 Sep 2024
600,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,01 Oct 2024
601,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,07 Oct 2024
602,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,08 Oct 2024
603,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,09 Oct 2024
604,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,10 Oct 2024
605,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,17 Sep 2024
606,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,23 Sep 2024
607,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,24 Sep 2024
608,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,26 Sep 2024
609,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2300,2150,27 Sep 2024
610,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2400,2200,04 May 2024
611,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2500,2250,05 Dec 2024
612,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2000,2500,2250,09 Dec 2024
613,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2300,2200,05 Oct 2024
614,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2300,2200,15 Oct 2024
615,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,11 Feb 2025
616,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,12 Feb 2025
617,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,13 Feb 2025
618,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,14 Feb 2025
619,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,14 Jun 2024
620,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,17 Feb 2025
621,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,18 Feb 2025
622,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2350,2225,18 Sep 2024
623,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2400,2250,04 Jul 2024
624,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2500,2300,20 Dec 2024
625,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2500,2300,21 Dec 2024
626,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2100,2500,2300,31 Dec 2024
627,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2350,2250,03 Oct 2024
628,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2150,2400,2275,15 Jun 2024
629,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2300,2250,16 Oct 2024
630,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2350,2275,21 Feb 2025
631,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2350,2275,27 Jan 2025
632,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2350,2275,28 Jan 2025
633,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2350,2275,29 Jan 2025
634,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,02 Aug 2024
635,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,04 Jan 2025
636,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,04 Jun 2024
637,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,16 Dec 2024
638,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,17 Dec 2024
639,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,19 Dec 2024
640,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,24 Jan 2025
641,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2400,2300,27 Feb 2025
642,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,03 Jan 2025
643,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,16 Jan 2025
644,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,19 Oct 2024
645,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,21 Oct 2024
646,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,22 Jan 2025
647,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,23 Jan 2025
648,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,29 Jul 2024
649,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2450,2325,30 Oct 2024
650,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2300,20 Jan 2025
651,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,02 May 2024
652,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,04 Dec 2024
653,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,06 Aug 2024
654,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,07 Dec 2024
655,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,07 Jan 2025
656,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,08 Jan 2025
657,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,09 Jan 2025
658,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,10 Jan 2025
659,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,13 Jan 2025
660,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,15 Apr 2024
661,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,15 Feb 2025
662,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,15 Jan 2025
663,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,18 Apr 2024
664,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,21 Jan 2025
665,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,23 Dec 2024
666,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,26 Dec 2024
667,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2500,2350,30 Dec 2024
668,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2550,2375,06 Jan 2025
669,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2600,2400,28 Oct 2024
670,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2200,2700,2450,25 Oct 2024
671,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2250,2400,2325,18 Oct 2024
672,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2250,2700,2475,05 Nov 2024
673,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2300,2400,2350,18 Jan 2025
674,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,2300,2400,2350,24 May 2024
